dismech_name	source	file	review_title	orientation	n_pmid	min_pmid	url
Myalgic Encephalomyelitis Chronic Fatigue Syndrome	KB	Myalgic_Encephalomyelitis_Chronic_Fatigue_Syndrome.yaml	Cellular Calcium Dysfunction in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: Pathophysiological Insights and Potential Therapeutic Approaches	MIXED	8	2054742	https://www.sciqst.com/reviews/RwTYv4dZcxE9
Myalgic Encephalomyelitis Chronic Fatigue Syndrome	KB	Myalgic_Encephalomyelitis_Chronic_Fatigue_Syndrome.yaml	Exploring the Parallels and Distinctions between Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) and Long COVID	DESCRIPTIVE	9	39804864	https://www.sciqst.com/reviews/7al6qHG9U_wl
Myasthenia Gravis	KB	Myasthenia_Gravis.yaml	Drug Repurposing for Myasthenia Gravis: Emerging Therapeutic Strategies and Clinical Implications	CLINICAL	8	28320139	https://www.sciqst.com/reviews/HNFo2Wv28uLP
Myocardial Infarction	KB	Myocardial_Infarction.yaml	De Winter Waves: An Underexplored Electrocardiographic Phenomenon in Acute Myocardial Infarction	DESCRIPTIVE	1	38370399	https://www.sciqst.com/reviews/-boWZstushzu
Myocardial Infarction	KB	Myocardial_Infarction.yaml	Elevated Troponin Levels in Renal Disease: Understanding the Interplay Without Myocardial Infarction	DESCRIPTIVE	8	38022315	https://www.sciqst.com/reviews/Za4F1Gr4MKSC
Myocardial Infarction	KB	Myocardial_Infarction.yaml	Evaluating the Efficacy and Safety of β-blocker Therapy Discontinuation in Stable Post-Myocardial Infarction Patients without Left Ventricular Ejection Fraction Reduction or Heart Failure: Insights from the ABYSS Trial	CLINICAL	3	22373616	https://www.sciqst.com/reviews/QbnPbxgZwbxA
Myocardial Infarction	KB	Myocardial_Infarction.yaml	Exploring the Role of Bioimpedance Analysis in Acute Myocardial Infarction and Rehabilitation	DESCRIPTIVE	6	22482863	https://www.sciqst.com/reviews/BAU_kAJJDO4V
Myocardial Infarction	KB	Myocardial_Infarction.yaml	Tailoring Dual Antiplatelet Therapy in Non-ST-Elevation Myocardial Infarction: Current Perspectives and Future Directions	CLINICAL	8	37302149	https://www.sciqst.com/reviews/9SAq9pGiVwhX
Myocardial Infarction	KB	Myocardial_Infarction.yaml	The Role of Statins in the Management and Prevention of Myocardial Infarction	CLINICAL	7	38873793	https://www.sciqst.com/reviews/gYNnwVEmde1e
Neurofibromatosis Type 1	KB	Neurofibromatosis_Type_1.yaml	Photobiomodulation Therapy in RASopathies: A Focus on Neurofibromatosis Type 1	CLINICAL	8	17352718	https://www.sciqst.com/reviews/gxkmiT48fgnB
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	A Brief Review of Durvalumab and the ADRIATIC Trial: Novel Strategies for Treating Non-Small Cell Lung Cancer	CLINICAL	1	31948903	https://www.sciqst.com/reviews/fg9rvO-EuNAQ
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	A Brief Review on Perioperative Chemotherapy in Non-Small Cell Lung Cancer	DESCRIPTIVE	8	31220530	https://www.sciqst.com/reviews/B_SNMcifhZ99
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Advanced Therapeutic Strategies for Metastatic Non-Small Cell Lung Cancer with High PD-L1 Expression	MIXED	9	33246646	https://www.sciqst.com/reviews/eyah2sysdekh
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Advances and Challenges in the Management of Unresectable Stage III Non-Small-Cell Lung Cancer	CLINICAL	4	40781023	https://www.sciqst.com/reviews/x9R63hsHcpxS
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Advances in Perioperative Therapies for Resectable Non-Small Cell Lung Cancer: Current Trends and Future Directions	DESCRIPTIVE	6	41260729	https://www.sciqst.com/reviews/CUiRw7ATmP27
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Advances in Understanding and Treating ALK-Mutated Non-Small Cell Lung Cancer	DESCRIPTIVE	7	41797880	https://www.sciqst.com/reviews/tOSM6k4pNXcf
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Combination Therapies Involving EGFR Inhibitors as First-Line Treatment in Advanced Non-Small Cell Lung Cancer: Emerging Insights and Future Directions	CLINICAL	7	39206619	https://www.sciqst.com/reviews/NhPsDYNiG7ye
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Evaluating the Optimal Duration of Immunotherapy in Metastatic Non-Small Cell Lung Cancer: Continuous versus Limited Treatment Strategies	CLINICAL	5	41349913	https://www.sciqst.com/reviews/fE8O1GANyB_j
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Management of Local Recurrence in Stage I Non-Resectable Non-Small Cell Lung Cancer After Stereotactic Body Radiotherapy: Current Treatment Approaches and Future Perspectives	CLINICAL	7	33891980	https://www.sciqst.com/reviews/U_KjxpDQGIed
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Mechanisms of Osimertinib Resistance in Non-Small Cell Lung Cancer: Advances and Opportunities	MECHANISM	11	40682834	https://www.sciqst.com/reviews/kN4KcWtft70V
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Molecular Characteristics of Squamous Cell Non-Small Cell Lung Cancer with Emphasis on EGFR Mutation Prevalence	MECHANISM	1	40300279	https://www.sciqst.com/reviews/ueNG7xUKpMuV
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Neoadjuvant Osimertinib in Resectable EGFR-Mutant Non-Small Cell Lung Cancer: A Review of Current Evidence and Future Prospects	DESCRIPTIVE	7	31292359	https://www.sciqst.com/reviews/VJ6lH44EyQD6
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Promising Developments in Non-Small Cell Lung Cancer Treatments: A Comprehensive Review	DESCRIPTIVE	8	39670013	https://www.sciqst.com/reviews/LfdgBdXOzoJq
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Reirradiation Strategies for Non-Small Cell Lung Cancer: Advances, Challenges, and Future Directions	DESCRIPTIVE	6	36733369	https://www.sciqst.com/reviews/nb6-S6ls7gP0
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	Stereotactic Ablative Radiotherapy (SABR) in the Management of Locally Advanced Non-Small Cell Lung Cancer (NSCLC)	CLINICAL	5	39237103	https://www.sciqst.com/reviews/DQgo_XbWk41i
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	The Mariposa Regimen: A Novel First-line Treatment for EGFR-Mutant Non-Small Cell Lung Cancer	CLINICAL	4	38924756	https://www.sciqst.com/reviews/cy0kSWHZYOTG
Non-Small Cell Lung Cancer	KB	Non-Small_Cell_Lung_Cancer.yaml	The Role of Surgery in Oligometastatic Non-Small Cell Lung Cancer: An Indirect Insight from Current Literature	DESCRIPTIVE	4	38949459	https://www.sciqst.com/reviews/_C97AF_vwa2U
Obsessive-Compulsive Disorder	KB	Obsessive-Compulsive_Disorder.yaml	A Comprehensive Review on The Neurobasis of Compulsive Disorders: Addiction &amp; Obsessive-Compulsive Disorder	DESCRIPTIVE	5	16055761	https://www.sciqst.com/reviews/AtZw6iwXp3de
Optic Neuritis	KB	Optic_Neuritis.yaml	Mechanistic Insights and Clinical Implications of Ethambutol-Induced Optic Neuritis	MECHANISM	10	11775861	https://www.sciqst.com/reviews/IvGirH3_0VMC
Osteoarthritis	KB	Osteoarthritis.yaml	Advances in Understanding and Managing Osteoarthritis: A Comprehensive Review	DESCRIPTIVE	6	40656902	https://www.sciqst.com/reviews/yHXZO4haoOEI
Osteoarthritis	KB	Osteoarthritis.yaml	Mitochondrial Function and Osteoarthritis: Exploring Therapeutic Strategies for Cartilage Health	MIXED	7	39910414	https://www.sciqst.com/reviews/k_DMrEi-oAEv
Osteoarthritis	KB	Osteoarthritis.yaml	Omega-3 Polyunsaturated Fatty Acids as a Therapeutic Approach in Osteoarthritis Management: A Review of Current Evidence	CLINICAL	9	27320930	https://www.sciqst.com/reviews/c9W3tNXMXBKX
Osteoarthritis	KB	Osteoarthritis.yaml	Perspectives on Pain Management in Knee Osteoarthritis: A Review	CLINICAL	5	38348943	https://www.sciqst.com/reviews/VaEsvMrl0NXi
Osteoporosis	KB	Osteoporosis.yaml	A Review of the Number Needed to Treat (NNT) and Absolute Risk Reduction (ARR) for Alendronate Therapy in Osteoporosis	CLINICAL	5	11484428	https://www.sciqst.com/reviews/wcLWBN05rpuu
Osteoporosis	KB	Osteoporosis.yaml	Advances in Osteoporosis Management: Rehabilitation, Innovative Treatments, and Risk Assessment	CLINICAL	8	40922250	https://www.sciqst.com/reviews/pMQ3zonLyYe0
Osteoporosis	KB	Osteoporosis.yaml	Advances in Osteoporosis Research: New Therapeutic Strategies and Clinical Management	CLINICAL	8	41146006	https://www.sciqst.com/reviews/CvIa84IomBPv
Osteoporosis	KB	Osteoporosis.yaml	Exploring the Potential of Natural Agents in Osteoporosis Management: A Review of Traditional and Emerging Therapeutics	CLINICAL	9	40573111	https://www.sciqst.com/reviews/JubIJxvGbzBI
Osteoporosis	KB	Osteoporosis.yaml	Insights into Osteoporosis: Diagnostic Advances, Risk Factors, and Preventive Strategies	DESCRIPTIVE	8	40646162	https://www.sciqst.com/reviews/UUgn1iZ5t-MJ
Osteoporosis	KB	Osteoporosis.yaml	Metabolic Acidosis and Osteoporosis: Unveiling a Potential Interconnection and Insights from Related Studies	DESCRIPTIVE	8	39027195	https://www.sciqst.com/reviews/Kislh_xz0lKZ
Osteoporosis	KB	Osteoporosis.yaml	The Efficacy of Dried Plums in the Management and Prevention of Osteoporosis	CLINICAL	6	20132045	https://www.sciqst.com/reviews/HD2Rhpkgynwt
Osteoporosis	KB	Osteoporosis.yaml	The Role of Calcium Intake in the Management of Osteoporosis in Senior Women: An Analytical Review of Current Evidence	CLINICAL	1	39041711	https://www.sciqst.com/reviews/z5Bq8c8awKVO
Pancreatic Ductal Adenocarcinoma	KB	Pancreatic_Ductal_Adenocarcinoma.yaml	Pancreatic Ductal Adenocarcinoma: A Brief Review of Dusetti&#39;s Contributions	DESCRIPTIVE	5	25355311	https://www.sciqst.com/reviews/uN3Rpy5fPWTf
Papillary Thyroid Carcinoma	KB	Papillary_Thyroid_Carcinoma.yaml	Advances in the Understanding and Management of Papillary Thyroid Carcinoma: Prognostic Markers and Innovative Treatment Options	CLINICAL	10	41123734	https://www.sciqst.com/reviews/p2dTg5H58vEy
Pelvic Inflammatory Disease	KB	Pelvic_Inflammatory_Disease.yaml	Exploring the Potential Connections Between Pelvic Inflammatory Disease and Cardiometabolic Outcomes: A Review	MECHANISM	4	39029077	https://www.sciqst.com/reviews/LmtVSXkf6aJG
Pericarditis	KB	Pericarditis.yaml	Hospitalization Criteria in Pericarditis: A Brief Review	DESCRIPTIVE	1	33430924	https://www.sciqst.com/reviews/qTO6jIu27DRd
Peripheral Artery Disease	KB	Peripheral_Artery_Disease.yaml	Advanced Strategies and Techniques in the Treatment of Peripheral Artery Disease	CLINICAL	10	18327847	https://www.sciqst.com/reviews/szmDqYNbRmPY
Peripheral Artery Disease	KB	Peripheral_Artery_Disease.yaml	The Impact of High Cholesterol on Foot Arteries and Peripheral Artery Disease (PAD)	DESCRIPTIVE	8	37918423	https://www.sciqst.com/reviews/Ef39Ild1-5yl
Polycystic Ovary Syndrome	KB	Polycystic_Ovary_Syndrome.yaml	A Brief Review of the Complex Pathophysiology of Polycystic Ovary Syndrome	MECHANISM	8	36631836	https://www.sciqst.com/reviews/sVhh1Gm28zzm
Polycystic Ovary Syndrome	KB	Polycystic_Ovary_Syndrome.yaml	Complex Pathophysiology of Polycystic Ovary Syndrome: A Brief Review	MECHANISM	7	36201611	https://www.sciqst.com/reviews/BdJnFWKcMedz
Polycythemia Vera	KB	Polycythemia_Vera.yaml	Polycythemia Vera: A Comprehensive Review of Pathophysiology, Diagnosis, and Treatment Strategies	MIXED	9	40087986	https://www.sciqst.com/reviews/B1_vqmOTKjr8
Preeclampsia	KB	Preeclampsia.yaml	Advanced Strategies in the Detection and Management of Preeclampsia: Insights and Innovations	CLINICAL	7	41039366	https://www.sciqst.com/reviews/kGsm7hVbDumD
Preeclampsia	KB	Preeclampsia.yaml	Esomeprazole Use in Pregnancy: Evaluating Its Potential in Managing Preeclampsia and Other Conditions	DESCRIPTIVE	6	24215738	https://www.sciqst.com/reviews/RxQ-z7-8ICJm
Primary Biliary Cholangitis	KB	Primary_Biliary_Cholangitis.yaml	The Prognostic Role of UK-PBC and GLOBE Scores in Primary Biliary Cholangitis: A Comprehensive Review	DESCRIPTIVE	5	26261009	https://www.sciqst.com/reviews/1RTcWSHmW641
Progressive Familial Intrahepatic Cholestasis	KB	Progressive_Familial_Intrahepatic_Cholestasis.yaml	Insights into Progressive Familial Intrahepatic Cholestasis: Genetic Foundations and Clinical Implications	MECHANISM	7	37697751	https://www.sciqst.com/reviews/ngSJ217RZusV
Pulmonary Embolism	KB	Pulmonary_Embolism.yaml	Advances and Challenges in the Diagnosis and Treatment of Pulmonary Embolism	CLINICAL	6	41916317	https://www.sciqst.com/reviews/CepyEIgTjj6D
Pulmonary Embolism	KB	Pulmonary_Embolism.yaml	Challenges in Comparing Enoxaparin and Apixaban for Pulmonary Embolism Treatment in ICU Patients: A Review of Existing Literature	CLINICAL	6	11732663	https://www.sciqst.com/reviews/GLIRtHC7af7n
Pulmonary Embolism	KB	Pulmonary_Embolism.yaml	Diagnostic Approaches to Ruling Out Pulmonary Embolism During Pregnancy: An Integrative Review	DESCRIPTIVE	7	40792350	https://www.sciqst.com/reviews/p8EQbLDBbY4h
Pulmonary Embolism	KB	Pulmonary_Embolism.yaml	Efficacy and Safety of Heparin in Critically Ill Patients with Liver Disease and Pulmonary Embolism: Current Evidence and Future Directions	CLINICAL	4	28687687	https://www.sciqst.com/reviews/iEFyoFG87sty
Pulmonary Embolism	KB	Pulmonary_Embolism.yaml	Recent Advances and Challenges in the Diagnosis and Management of Pulmonary Embolism	CLINICAL	8	40848530	https://www.sciqst.com/reviews/WlW0HItRFF7I
Pulmonary hypertension	KB	Pulmonary_hypertension.yaml	Recent Advancements in the Treatment of Pulmonary Hypertension: Emerging Therapeutics and Future Directions	CLINICAL	8	39571875	https://www.sciqst.com/reviews/xSmTmFoI_lh2
Renal Cell Carcinoma	KB	Renal_Cell_Carcinoma.yaml	A Brief Review of Nivolumab and Its Impact on Metastatic Renal Cell Carcinoma Treatment	CLINICAL	9	37403728	https://www.sciqst.com/reviews/Wlr4OreI_mmJ
Retinoblastoma	KB	Retinoblastoma.yaml	The Evolving Role of Radiotherapy in Retinoblastoma Management: A Contemporary Review	CLINICAL	6	33072488	https://www.sciqst.com/reviews/JJ30d0fKF3oI
Rett Syndrome	KB	Rett_Syndrome.yaml	The Multifaceted Roles of MECP2 in Neurodevelopment and Beyond: Insights into Rett Syndrome and Beyond	DESCRIPTIVE	9	40680381	https://www.sciqst.com/reviews/3R3jPe4VpiH-
Rheumatoid Arthritis	KB	Rheumatoid_Arthritis.yaml	Gastrointestinal Adverse Effects of Rheumatoid Arthritis Drugs and the Role of Probiotics in Mitigation	DESCRIPTIVE	5	24673738	https://www.sciqst.com/reviews/_MhyTYohmoE0
Rheumatoid Arthritis	KB	Rheumatoid_Arthritis.yaml	Metabolic and Immune Pathways in Rheumatoid Arthritis: Insights and Emerging Therapeutic Strategies	MIXED	11	42306532	https://www.sciqst.com/reviews/FDSEOQwHXQnh
Sarcoidosis	KB	Sarcoidosis.yaml	Advanced Diagnostic and Therapeutic Approaches in Cardiac Sarcoidosis: Bridging Imaging and Treatment	CLINICAL	6	40026523	https://www.sciqst.com/reviews/0XDjIFnAnE-n
Sarcoidosis	KB	Sarcoidosis.yaml	Evolving Strategies in the Management of Sarcoidosis: A Focus on Steroid and Nonsteroid Therapies	CLINICAL	9	40484138	https://www.sciqst.com/reviews/nEIEdW-yLWpB
Sarcoidosis	KB	Sarcoidosis.yaml	Gastrointestinal Involvement in Sarcoidosis: Diagnostic Challenges and Clinical Implications	DESCRIPTIVE	6	23256126	https://www.sciqst.com/reviews/Vqwj4rYadX0P
Sarcoidosis	KB	Sarcoidosis.yaml	Nuances in Steroid Dosing for Sarcoidosis Management: A Comprehensive Review	CLINICAL	6	32378535	https://www.sciqst.com/reviews/3p-K4dZnFepe
Schizophrenia	KB	Schizophrenia.yaml	Repurposing Existing Drugs for Schizophrenia: Innovations and Prospects for Enhanced Treatments	DESCRIPTIVE	10	32809727	https://www.sciqst.com/reviews/GtA7GOR4-twC
Schizophrenia	KB	Schizophrenia.yaml	Therapeutic Strategies for Clozapine-Resistant Bipolar Schizophrenia: Exploring Augmentation and Alternative Therapies	CLINICAL	4	39359160	https://www.sciqst.com/reviews/TZ8EHj11di83
Seborrheic Dermatitis	KB	Seborrheic_Dermatitis.yaml	Evidenced-Based Treatments for Seborrheic Dermatitis of the Scalp in Adult Males	DESCRIPTIVE	12	12476017	https://www.sciqst.com/reviews/VZ4kRWEGUhsX
Sickle Cell Disease	KB	Sickle_Cell_Disease.yaml	The Critical Role of Individualized Treatment Plans in the Management of Sickle Cell Disease	CLINICAL	7	26688919	https://www.sciqst.com/reviews/3q2MjA2PpkTI
Small Cell Lung Cancer	KB	Small_Cell_Lung_Cancer.yaml	A Brief Review on the ADRIATIC Study Focusing on the Treatment of Limited-stage Small-cell Lung Cancer	CLINICAL	1	31948903	https://www.sciqst.com/reviews/ksflH8ZetIo2
Small Cell Lung Cancer	KB	Small_Cell_Lung_Cancer.yaml	Advancements in Small Cell Lung Cancer: Diagnostic Innovations and Therapeutic Strategies	CLINICAL	6	40823983	https://www.sciqst.com/reviews/kVbEhmO4WK9S
Small Intestinal Bacterial Overgrowth	KB	Small_Intestinal_Bacterial_Overgrowth.yaml	Small Intestinal Bacterial Overgrowth: Insights from Prevalence to Diagnosis and Treatment	CLINICAL	12	35559337	https://www.sciqst.com/reviews/QXwe4cl_OWWd
Solitary Fibrous Tumor	KB	Solitary_Fibrous_Tumor.yaml	Molecular Diagnosis Risk Stratification and Treatment of Solitary Fibrous Tumor	MIXED	12	26811389	https://www.sciqst.com/reviews/EkoDcBObHFpr
Stevens-Johnson Syndrome	KB	Stevens-Johnson_Syndrome.yaml	Exploring the Association and Clinical Implications of Allopurinol and Levofloxacin with Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis	DESCRIPTIVE	7	11718488	https://www.sciqst.com/reviews/Mx1KvZpY7OCb
Systemic Lupus Erythematosus	KB	Systemic_Lupus_Erythematosus.yaml	Challenges and Advances in the Management of Neuropsychiatric Systemic Lupus Erythematosus	CLINICAL	7	40316397	https://www.sciqst.com/reviews/mrakhglZWYQd
Systemic Lupus Erythematosus	KB	Systemic_Lupus_Erythematosus.yaml	Dermatological Manifestations of Systemic Lupus Erythematosus: A Comprehensive Review	DESCRIPTIVE	4	39307568	https://www.sciqst.com/reviews/_kcCusoIRSWF
Tetralogy of Fallot	KB	Tetralogy_of_Fallot.yaml	Diagnostic Criteria and Clinical Implications of Restrictive Right Ventricular Physiology Following Tetralogy of Fallot Repair	DESCRIPTIVE	7	10476828	https://www.sciqst.com/reviews/qxak2vKhzxfn
Tuberculosis	KB	Tuberculosis.yaml	Innovative Approaches to Differentiating Crohn’s Enterocolitis from Intestinal Tuberculosis: A Biomarker Perspective	DESCRIPTIVE	8	37390314	https://www.sciqst.com/reviews/Ic1OLjeH-NTB
Tuberculosis	KB	Tuberculosis.yaml	Recent Advances in the Diagnosis and Management of Pulmonary Tuberculosis	CLINICAL	6	38198346	https://www.sciqst.com/reviews/kbWAW2rHAWOH
Tuberculosis	KB	Tuberculosis.yaml	The Role of Stool-Based GeneXpert Assays in the Diagnosis of Tuberculosis: A Review of Emerging Evidence	DESCRIPTIVE	7	31788572	https://www.sciqst.com/reviews/j0qJxkiZ0g7K
Tuberculosis	KB	Tuberculosis.yaml	Tuberculosis Exposure and Management in Medical Students: A Global Review of Risks, Challenges, and Educational Strategies	CLINICAL	9	23759899	https://www.sciqst.com/reviews/zEvdSTrFSg0-
Tuberculosis	KB	Tuberculosis.yaml	Tuberculosis in Pregnancy: Clinical and Public Health Perspectives	DESCRIPTIVE	9	27999684	https://www.sciqst.com/reviews/JG7zsQJ2-miJ
Tuberculosis	KB	Tuberculosis.yaml	Tuberculosis in Pregnancy: Health Risks, Clinical Management, and Research Developments	CLINICAL	14	36447614	https://www.sciqst.com/reviews/uvag90uMexlR
Type 2 Diabetes Mellitus	KB	Type_2_Diabetes_Mellitus.yaml	Sodium-Glucose Cotransporter-2 Inhibitors: A Comprehensive Review of Therapeutic Benefits in Type 2 Diabetes Mellitus	CLINICAL	14	39085830	https://www.sciqst.com/reviews/HyGHqdbem0nX
Type 2 Diabetes Mellitus	KB	Type_2_Diabetes_Mellitus.yaml	The Role of GLP-1 Receptor Agonists in the Management of Type 2 Diabetes Mellitus: Efficacy, Safety, and Emerging Benefits	MIXED	8	41488069	https://www.sciqst.com/reviews/-x_p2b-PveML
Type 2 Diabetes Mellitus	KB	Type_2_Diabetes_Mellitus.yaml	Understanding the Limitations in Generalizing Clinical Research Findings to the Broader Type 2 Diabetes Mellitus Population: Insights and Implications	DESCRIPTIVE	8	37575860	https://www.sciqst.com/reviews/UsrReH6bsYZW
Type 2 Diabetes Mellitus	KB	Type_2_Diabetes_Mellitus.yaml	Understanding the Stages of Grief and Their Impact on Therapeutic Adherence in Type 2 Diabetes Mellitus Patients: A Brief Review	CLINICAL	1	38301398	https://www.sciqst.com/reviews/vWjOVkhShqRq
Ulcerative Colitis	KB	Ulcerative_Colitis.yaml	Advanced Therapeutics and Their Application in the Treatment of Ulcerative Colitis: A Brief Review	CLINICAL	6	37357103	https://www.sciqst.com/reviews/52FeGbs6YqFT
Ulcerative Colitis	KB	Ulcerative_Colitis.yaml	The Efficacy of Acupuncture in Treating Ulcerative Colitis: A Brief Review	CLINICAL	7	32959550	https://www.sciqst.com/reviews/uwKR7tX2b6Ig
Uveal Melanoma	KB	Uveal_Melanoma.yaml	Advancements in the Treatment of Uveal Melanoma: Emerging Strategies and Future Directions	CLINICAL	8	40341826	https://www.sciqst.com/reviews/InDDicrlU4Ni
Uveal Melanoma	KB	Uveal_Melanoma.yaml	Emerging Strategies in the Treatment of Primary Uveal Melanoma: A Review of Current Research and Developments	CLINICAL	6	31344957	https://www.sciqst.com/reviews/JZ3Reamf5nRa
Von Hippel-Lindau Disease	KB	Von_Hippel-Lindau_Disease.yaml	Advances in the Diagnosis and Management of Hemangioblastomas: A Focus on von Hippel-Lindau Disease	CLINICAL	8	38980260	https://www.sciqst.com/reviews/3HFkq5vA55hq
X-linked hypophosphatemic rickets	STUB	X-linked_Hypophosphatemic_Rickets.yaml	Comprehensive Insights into X-linked Hypophosphatemic Rickets: Pathophysiology, Management, and Future Directions	MIXED	8	39814982	https://www.sciqst.com/reviews/PTAd9ybXlLzV
interstitial cystitis	STUB	Interstitial_Cystitis.yaml	Advances in Understanding and Treating Interstitial Cystitis/Bladder Pain Syndrome: A Comprehensive Review	DESCRIPTIVE	17	37728498	https://www.sciqst.com/reviews/blD2jv15tSEk
myelofibrosis	STUB	Myelofibrosis.yaml	Advancements in the Management of Myelofibrosis: From JAK Inhibitors to Genomic Analysis and Novel Therapeutics	MIXED	12	37760903	https://www.sciqst.com/reviews/NNnZoytcsArD
pancreatitis	STUB	Pancreatitis.yaml	The Role of Antibiotics in the Management of Pancreatitis: A Comprehensive Review	CLINICAL	3	38786140	https://www.sciqst.com/reviews/WfYrk1_UhsSJ
pheochromocytoma	STUB	Pheochromocytoma.yaml	Advancements and Challenges in the Management of Metastatic Pheochromocytoma	CLINICAL	7	38847206	https://www.sciqst.com/reviews/MBFqX6jSLv7K
pheochromocytoma	STUB	Pheochromocytoma.yaml	Current Advances and Perspectives in Biochemical Screening for Pheochromocytoma and Paraganglioma	CLINICAL	7	40838687	https://www.sciqst.com/reviews/W7iakmRKF6IB
trigeminal neuralgia	STUB	Trigeminal_Neuralgia.yaml	Advances in Balloon Compression Techniques for Trigeminal Neuralgia: A Comprehensive Review	DESCRIPTIVE	10	11409519	https://www.sciqst.com/reviews/eSexu_aPYZdX
trigeminal neuralgia	STUB	Trigeminal_Neuralgia.yaml	Investigating the A931T Variant in the TRPM7 Channel: Implications for Trigeminal Neuralgia	DESCRIPTIVE	1	36095216	https://www.sciqst.com/reviews/q89f9xkknzZm
