slug	route	subject	predicate	target	source
Dorfman_Chanarin_Disease	ordo	ORDO:98907	skos:broadMatch	ICD-10:E75.5	ordo.db
Double_Outlet_Right_Ventricle	mondo	MONDO:0018089	oio:hasDbXref	ICD10CM:Q20.1	mondo.db
Double_Outlet_Right_Ventricle	mondo	MONDO:0018089	skos:exactMatch	ICD10CM:Q20.1	mondo.db
Double_Outlet_Right_Ventricle	ordo	ORDO:3426	skos:exactMatch	ICD-10:Q20.1	ordo.db
Dowling-Degos_Disease	ordo	ORDO:79145	skos:broadMatch	ICD-10:L81.8	ordo.db
Du_Pan_Syndrome	ordo	ORDO:2639	skos:broadMatch	ICD-10:Q73.8	ordo.db
Duane_Radial_Ray_Syndrome	ordo	ORDO:93293	skos:broadMatch	ICD-10:Q87.8	ordo.db
Duane_Radial_Ray_Syndrome	ordo	ORDO:959	skos:broadMatch	ICD-10:Q87.8	ordo.db
Duane_Retraction_Syndrome	mondo	MONDO:0007473	oio:hasDbXref	ICD10CM:H50.81	mondo.db
Duane_Retraction_Syndrome	mondo	MONDO:0007473	skos:exactMatch	ICD10CM:H50.81	mondo.db
Duane_Retraction_Syndrome	ordo	ORDO:233	skos:broadMatch	ICD-10:H50.8	ordo.db
Dubin-Johnson_Syndrome	ordo	ORDO:234	skos:broadMatch	ICD-10:E80.6	ordo.db
Dyskeratosis_Congenita	ordo	ORDO:1775	skos:broadMatch	ICD-10:Q82.8	ordo.db
Dystrophic_Epidermolysis_Bullosa	dismech	dismech:Dystrophic_Epidermolysis_Bullosa	skos:exactMatch	ICD10CM:Q81.2	ICD-10-CM
Dystrophic_Epidermolysis_Bullosa	mondo	MONDO:0006543	oio:hasDbXref	ICD10CM:Q81.2	mondo.db
Dystrophic_Epidermolysis_Bullosa	mondo	MONDO:0006543	skos:exactMatch	ICD10CM:Q81.2	mondo.db
Dystrophic_Epidermolysis_Bullosa	ordo	ORDO:303	skos:exactMatch	ICD-10:Q81.2	ordo.db
ECHS1_Deficiency	ordo	ORDO:653880	skos:broadMatch	ICD-10:E71.1	ordo.db
EDAR_Hypohidrotic_Ectodermal_Dysplasia	ordo	ORDO:238468	skos:exactMatch	ICD-10:Q82.4	ordo.db
EDN3_EDNRB_Waardenburg_Shah	ordo	ORDO:897	skos:broadMatch	ICD-10:Q87.8	ordo.db
EML1_Ribbon_Heterotopia	ordo	ORDO:99796	skos:broadMatch	ICD-10:Q04.3	ordo.db
EVEN-PLUS_Syndrome	ordo	ORDO:496751	skos:broadMatch	ICD-10:Q87.8	ordo.db
Early-Onset_Autosomal_Dominant_Alzheimer_Disease	ordo	ORDO:1020	skos:broadMatch	ICD-10:G30.0	ordo.db
Ehlers-Danlos_Syndrome	mondo	MONDO:0020066	oio:hasDbXref	ICD10CM:Q79.6	mondo.db
Ehlers-Danlos_Syndrome	mondo	MONDO:0020066	skos:exactMatch	ICD10CM:Q79.6	mondo.db
Ehlers-Danlos_Syndrome	ordo	ORDO:98249	skos:exactMatch	ICD-10:Q79.6	ordo.db
Ellis-van_Creveld_Syndrome	mondo	MONDO:0009162	oio:hasDbXref	ICD10CM:Q77.6	mondo.db
Ellis-van_Creveld_Syndrome	mondo	MONDO:0009162	skos:exactMatch	ICD10CM:Q77.6	mondo.db
Ellis-van_Creveld_Syndrome	ordo	ORDO:289	skos:broadMatch	ICD-10:Q77.6	ordo.db
Elsahy-Waters_Syndrome	ordo	ORDO:1299	skos:broadMatch	ICD-10:Q87.8	ordo.db
Embryonal_Carcinoma	ordo	ORDO:180226	skos:narrowMatch	ICD-10:C22.7	ordo.db
Embryonal_Carcinoma	ordo	ORDO:180226	skos:narrowMatch	ICD-10:C71.9	ordo.db
Emery_Dreifuss_Muscular_Dystrophy	ordo	ORDO:261	skos:broadMatch	ICD-10:G71.0	ordo.db
Epidermolysis_Bullosa	dismech	dismech:Epidermolysis_Bullosa	skos:closeMatch	ICD10CM:Q81.9	ICD-10-CM
Epidermolysis_Bullosa	mondo	MONDO:0006541	oio:hasDbXref	ICD10CM:Q81	mondo.db
Epidermolysis_Bullosa	mondo	MONDO:0006541	skos:exactMatch	ICD10CM:Q81	mondo.db
Epidermolysis_Bullosa_Simplex	dismech	dismech:Epidermolysis_Bullosa_Simplex	skos:exactMatch	ICD10CM:Q81.0	ICD-10-CM
Epidermolysis_Bullosa_Simplex	mondo	MONDO:0017610	oio:hasDbXref	ICD10CM:Q81.0	mondo.db
Epidermolysis_Bullosa_Simplex	mondo	MONDO:0017610	skos:exactMatch	ICD10CM:Q81.0	mondo.db
Epidermolysis_Bullosa_Simplex	ordo	ORDO:304	skos:exactMatch	ICD-10:Q81.0	ordo.db
Epilepsy	mondo	MONDO:0005027	oio:hasDbXref	ICD10CM:G40	mondo.db
Epilepsy	mondo	MONDO:0005027	skos:exactMatch	ICD10CM:G40	mondo.db
Erythrokeratodermia_Variabilis	ordo	ORDO:316	skos:broadMatch	ICD-10:Q82.8	ordo.db
Erythrokeratodermia_Variabilis	ordo	ORDO:317	skos:broadMatch	ICD-10:Q82.8	ordo.db
Ethylmalonic_Encephalopathy	ordo	ORDO:51188	skos:broadMatch	ICD-10:E88.8	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C40.0	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C40.1	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C40.2	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C40.3	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C41.2	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C41.3	ordo.db
Ewing_Sarcoma	ordo	ORDO:319	skos:broadMatch	ICD-10:C41.4	ordo.db
FADD-related_Immunodeficiency	ordo	ORDO:306550	skos:broadMatch	ICD-10:D89.8	ordo.db
FGFR2-Related_Bent_Bone_Dysplasia	ordo	ORDO:313855	skos:broadMatch	ICD-10:M85.8	ordo.db
FG_Syndrome_1	ordo	ORDO:93932	skos:broadMatch	ICD-10:Q87.8	ordo.db
FILS_Syndrome	ordo	ORDO:352712	skos:broadMatch	ICD-10:Q87.1	ordo.db
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	ordo	ORDO:217382	skos:broadMatch	ICD-10:G31.8	ordo.db
FOXP1_Syndrome	ordo	ORDO:391372	skos:broadMatch	ICD-10:Q87.0	ordo.db
Fabry_Disease	dismech	dismech:Fabry_Disease	skos:narrowMatch	ICD10CM:E75.2	ORPHA:324
Fabry_Disease	ordo	ORDO:324	skos:broadMatch	ICD-10:E75.2	ordo.db
Facioscapulohumeral_Muscular_Dystrophy	mondo	MONDO:0001347	oio:hasDbXref	ICD10CM:G71.02	mondo.db
Facioscapulohumeral_Muscular_Dystrophy	mondo	MONDO:0001347	skos:exactMatch	ICD10CM:G71.02	mondo.db
Facioscapulohumeral_Muscular_Dystrophy	ordo	ORDO:269	skos:broadMatch	ICD-10:G71.0	ordo.db
Familial_Atrial_Fibrillation	ordo	ORDO:334	skos:broadMatch	ICD-10:I48.9	ordo.db
Familial_Chylomicronemia_Syndrome	ordo	ORDO:444490	skos:broadMatch	ICD-10:E78.3	ordo.db
Familial_Cold_Autoinflammatory_Syndrome	ordo	ORDO:47045	skos:broadMatch	ICD-10:L50.2	ordo.db
Familial_Congenital_Mirror_Movements	ordo	ORDO:238722	skos:broadMatch	ICD-10:G25.8	ordo.db
Familial_Episodic_Pain_Syndrome_With_Predominantly_Lower_Limb_Involvement	ordo	ORDO:391392	skos:broadMatch	ICD-10:M79.6	ordo.db
Familial_Exudative_Vitreoretinopathy	ordo	ORDO:891	skos:broadMatch	ICD-10:H35.0	ordo.db
Familial_Focal_Epilepsy_With_Variable_Foci	ordo	ORDO:98820	skos:broadMatch	ICD-10:G40.0	ordo.db
Familial_Glucocorticoid_Deficiency	ordo	ORDO:361	skos:broadMatch	ICD-10:E27.1	ordo.db
Familial_Hemiplegic_Migraine	dismech	dismech:Familial_Hemiplegic_Migraine	skos:broadMatch	ICD10CM:G43.4	ICD10CM
Familial_Hyperaldosteronism_Type_I	mondo	MONDO:0007080	oio:hasDbXref	ICD10CM:E26.02	mondo.db
Familial_Hyperaldosteronism_Type_I	mondo	MONDO:0007080	skos:exactMatch	ICD10CM:E26.02	mondo.db
Familial_Hyperaldosteronism_Type_I	ordo	ORDO:403	skos:broadMatch	ICD-10:E26.0	ordo.db
Familial_Hypercholesterolemia	mondo	MONDO:0005439	oio:hasDbXref	ICD10CM:E78.01	mondo.db
Familial_Hypercholesterolemia	mondo	MONDO:0005439	skos:exactMatch	ICD10CM:E78.01	mondo.db
Familial_Hypocalciuric_Hypercalcemia_1	ordo	ORDO:93372	skos:broadMatch	ICD-10:E83.5	ordo.db
Familial_Isolated_Vitamin_E_Deficiency	ordo	ORDO:96	skos:broadMatch	ICD-10:G11.1	ordo.db
Familial_Mediterranean_Fever	ordo	ORDO:342	skos:broadMatch	ICD-10:E85.0	ordo.db
Familial_Renal_Glucosuria	ordo	ORDO:69076	skos:broadMatch	ICD-10:E74.8	ordo.db
Familial_Sleep_Related_Hypermotor_Epilepsy	ordo	ORDO:98784	skos:broadMatch	ICD-10:G40.0	ordo.db
Familial_Thoracic_Aortic_Aneurysm_and_Aortic_Dissection	ordo	ORDO:91387	skos:broadMatch	ICD-10:I71.2	ordo.db
Familial_Vesicoureteral_Reflux	ordo	ORDO:289365	skos:broadMatch	ICD-10:N13.7	ordo.db
Familial_Visceral_Amyloidosis	ordo	ORDO:85450	skos:broadMatch	ICD-10:E85.0	ordo.db
Fanconi-Bickel_Syndrome	ordo	ORDO:2088	skos:broadMatch	ICD-10:E74.0	ordo.db
Fanconi_Anemia	ordo	ORDO:84	skos:broadMatch	ICD-10:D61.0	ordo.db
Farber_Disease	ordo	ORDO:333	skos:broadMatch	ICD-10:E75.2	ordo.db
Fatal_Familial_Insomnia	mondo	MONDO:0010808	oio:hasDbXref	ICD10CM:A81.83	mondo.db
Fatal_Familial_Insomnia	mondo	MONDO:0010808	skos:exactMatch	ICD10CM:A81.83	mondo.db
Fatal_Familial_Insomnia	ordo	ORDO:466	skos:broadMatch	ICD-10:A81.8	ordo.db
Feingold_Syndrome	ordo	ORDO:1305	skos:broadMatch	ICD-10:Q87.8	ordo.db
Fibrochondrogenesis	ordo	ORDO:2021	skos:broadMatch	ICD-10:Q77.7	ordo.db
Fibrosarcoma	ordo	ORDO:2030	skos:broadMatch	ICD-10:C49.9	ordo.db
Filippi_Syndrome	ordo	ORDO:3255	skos:broadMatch	ICD-10:Q87.8	ordo.db
Finnish_Type_Amyloidosis	ordo	ORDO:85448	skos:broadMatch	ICD-10:E85.1	ordo.db
Floating-Harbor_syndrome	ordo	ORDO:2044	skos:broadMatch	ICD-10:Q87.8	ordo.db
Focal_Dermal_Hypoplasia	ordo	ORDO:2092	skos:broadMatch	ICD-10:Q82.8	ordo.db
Fontaine_Progeroid_Syndrome	ordo	ORDO:2095	skos:broadMatch	ICD-10:Q87.0	ordo.db
Fontaine_Progeroid_Syndrome	ordo	ORDO:2963	skos:broadMatch	ICD-10:E34.8	ordo.db
Fontaine_Progeroid_Syndrome	ordo	ORDO:697101	skos:broadMatch	ICD-10:Q87.8	ordo.db
Fountain_Syndrome	ordo	ORDO:3219	skos:broadMatch	ICD-10:Q87.8	ordo.db
Fragile_X-Associated_Primary_Ovarian_Insufficiency	ordo	ORDO:642691	skos:broadMatch	ICD-10:E28.3	ordo.db
Fragile_X-Associated_Tremor_Ataxia_Syndrome	ordo	ORDO:93256	skos:broadMatch	ICD-10:G11.2	ordo.db
Frasier_Syndrome	ordo	ORDO:347	skos:broadMatch	ICD-10:N04.1	ordo.db
Free_Sialic_Acid_Storage_Disease	ordo	ORDO:834	skos:broadMatch	ICD-10:E77.8	ordo.db
Frias_Syndrome	ordo	ORDO:264200	skos:broadMatch	ICD-10:Q93.5	ordo.db
Friedreich_Ataxia	mondo	MONDO:0100339	oio:hasDbXref	ICD10CM:G11.11	mondo.db
Friedreich_Ataxia	mondo	MONDO:0100339	skos:exactMatch	ICD10CM:G11.11	mondo.db
Friedreich_Ataxia	ordo	ORDO:95	skos:broadMatch	ICD-10:G11.1	ordo.db
Frontotemporal_Dementia	mondo	MONDO:0017276	oio:hasDbXref	ICD10CM:G31.0	mondo.db
Frontotemporal_Dementia	mondo	MONDO:0017276	skos:exactMatch	ICD10CM:G31.0	mondo.db
Fucosidosis	ordo	ORDO:349	skos:broadMatch	ICD-10:E77.1	ordo.db
Fuhrmann_Syndrome	ordo	ORDO:2854	skos:broadMatch	ICD-10:Q74.8	ordo.db
G6PC3_Deficiency	ordo	ORDO:331176	skos:broadMatch	ICD-10:D70	ordo.db
GLUT1_Deficiency_Syndrome	ordo	ORDO:71277	skos:broadMatch	ICD-10:E74.8	ordo.db
GM1_Gangliosidosis_Type_1	ordo	ORDO:79255	skos:broadMatch	ICD-10:E75.1	ordo.db
GM1_Gangliosidosis_Type_2	ordo	ORDO:79256	skos:broadMatch	ICD-10:E75.1	ordo.db
GM1_Gangliosidosis_Type_3	ordo	ORDO:79257	skos:broadMatch	ICD-10:E75.1	ordo.db
GM3_Synthase_Deficiency	ordo	ORDO:370933	skos:broadMatch	ICD-10:E77.8	ordo.db
GNE_Myopathy	ordo	ORDO:602	skos:broadMatch	ICD-10:G71.8	ordo.db
GNPTG-Mucolipidosis	ordo	ORDO:423470	skos:broadMatch	ICD-10:E77.0	ordo.db
GRIN2A-Related_Epileptic_Encephalopathy_and_Intellectual_Disability	ordo	ORDO:289266	skos:broadMatch	ICD-10:E72.1	ordo.db
Galactosemia	mondo	MONDO:0018116	oio:hasDbXref	ICD10CM:E74.21	mondo.db
Galactosemia	mondo	MONDO:0018116	skos:exactMatch	ICD10CM:E74.21	mondo.db
Galactosialidosis	ordo	ORDO:351	skos:broadMatch	ICD-10:E77.1	ordo.db
Galloway-Mowat_Syndrome	ordo	ORDO:2065	skos:broadMatch	ICD-10:Q04.3	ordo.db
Gaucher_Disease	mondo	MONDO:0018150	oio:hasDbXref	ICD10CM:E75.22	mondo.db
Gaucher_Disease	mondo	MONDO:0018150	skos:exactMatch	ICD10CM:E75.22	mondo.db
Gaucher_Disease	ordo	ORDO:355	skos:broadMatch	ICD-10:E75.2	ordo.db
Gaucher_Disease_Due_To_Saposin_C_Deficiency	ordo	ORDO:309252	skos:broadMatch	ICD-10:E75.2	ordo.db
Geleophysic_Dysplasia	ordo	ORDO:2623	skos:broadMatch	ICD-10:Q87.1	ordo.db
Generalized_Epilepsy_with_Febrile_Seizures_Plus	ordo	ORDO:36387	skos:broadMatch	ICD-10:G40.3	ordo.db
Genital_Lichen_Sclerosus	mondo	MONDO:0007899	oio:hasDbXref	ICD10CM:L90.0	mondo.db
Genital_Lichen_Sclerosus	mondo	MONDO:0007899	skos:exactMatch	ICD10CM:L90.0	mondo.db
Genitopatellar_Syndrome	ordo	ORDO:85201	skos:broadMatch	ICD-10:Q87.8	ordo.db
Gerstmann-Straussler-Scheinker_Syndrome	mondo	MONDO:0007656	oio:hasDbXref	ICD10CM:A81.82	mondo.db
Gerstmann-Straussler-Scheinker_Syndrome	mondo	MONDO:0007656	skos:exactMatch	ICD10CM:A81.82	mondo.db
Gerstmann-Straussler-Scheinker_Syndrome	ordo	ORDO:356	skos:broadMatch	ICD-10:A81.8	ordo.db
Giant_Axonal_Neuropathy_1	ordo	ORDO:643	skos:broadMatch	ICD-10:G60.8	ordo.db
Gilberts_Syndrome	mondo	MONDO:0007745	oio:hasDbXref	ICD10CM:E80.4	mondo.db
Gilberts_Syndrome	mondo	MONDO:0007745	skos:exactMatch	ICD10CM:E80.4	mondo.db
Gitelman_Syndrome	ordo	ORDO:358	skos:broadMatch	ICD-10:N15.8	ordo.db
Glanzmann_Thrombasthenia	ordo	ORDO:849	skos:broadMatch	ICD-10:D69.1	ordo.db
Glucose-Galactose_Malabsorption	ordo	ORDO:35710	skos:broadMatch	ICD-10:E74.3	ordo.db
Glutaryl-CoA_Dehydrogenase_Deficiency	ordo	ORDO:25	skos:broadMatch	ICD-10:E72.3	ordo.db
Glutathione_Synthetase_Deficiency	ordo	ORDO:32	skos:broadMatch	ICD-10:D55.1	ordo.db
Glycogen_Storage_Disease_Due_To_Aldolase_A_Deficiency	ordo	ORDO:57	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Due_To_Lactate_Dehydrogenase_M-subunit_Deficiency	ordo	ORDO:284426	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Due_to_Muscle_Beta-Enolase_Deficiency	ordo	ORDO:99849	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_0b	ordo	ORDO:137625	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_I	mondo	MONDO:0002413	oio:hasDbXref	ICD10CM:E74.01	mondo.db
Glycogen_Storage_Disease_Type_I	mondo	MONDO:0002413	skos:exactMatch	ICD10CM:E74.01	mondo.db
Glycogen_Storage_Disease_Type_I	ordo	ORDO:364	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_IV	ordo	ORDO:367	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_V	mondo	MONDO:0009293	oio:hasDbXref	ICD10CM:E74.04	mondo.db
Glycogen_Storage_Disease_Type_V	mondo	MONDO:0009293	skos:exactMatch	ICD10CM:E74.04	mondo.db
Glycogen_Storage_Disease_Type_V	ordo	ORDO:368	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_VI	ordo	ORDO:369	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_Type_VII	ordo	ORDO:371	skos:broadMatch	ICD-10:E74.0	ordo.db
Glycogen_Storage_Disease_XV	ordo	ORDO:263297	skos:broadMatch	ICD-10:E74.0	ordo.db
Gnathodiaphyseal_Dysplasia	ordo	ORDO:53697	skos:broadMatch	ICD-10:M85.8	ordo.db
Gorlin_Syndrome	ordo	ORDO:377	skos:broadMatch	ICD-10:C44.9	ordo.db
Gray_Platelet_Syndrome	ordo	ORDO:721	skos:broadMatch	ICD-10:D69.1	ordo.db
Greenberg_Dysplasia	ordo	ORDO:1426	skos:broadMatch	ICD-10:Q77.3	ordo.db
Greig_Cephalopolysyndactyly	ordo	ORDO:380	skos:broadMatch	ICD-10:Q87.0	ordo.db
Guanidinoacetate_Methyltransferase_Deficiency	ordo	ORDO:382	skos:broadMatch	ICD-10:E72.8	ordo.db
Guillain_Barre_Syndrome	mondo	MONDO:0016218	oio:hasDbXref	ICD10CM:G61.0	mondo.db
Guillain_Barre_Syndrome	mondo	MONDO:0016218	skos:exactMatch	ICD10CM:G61.0	mondo.db
Guillain_Barre_Syndrome	ordo	ORDO:2103	skos:exactMatch	ICD-10:G61.0	ordo.db
HHAT-Related_Chondrodysplasia_with_46XY_Disorder_of_Sex_Development	ordo	ORDO:1422	skos:broadMatch	ICD-10:Q87.1	ordo.db
HSD10_Mitochondrial_Disease	ordo	ORDO:391417	skos:broadMatch	ICD-10:E72.8	ordo.db
H_Syndrome	ordo	ORDO:168569	skos:broadMatch	ICD-10:D76.3	ordo.db
Hairy_Cell_Leukemia	mondo	MONDO:0018935	oio:hasDbXref	ICD10CM:C91.4	mondo.db
Hairy_Cell_Leukemia	mondo	MONDO:0018935	skos:exactMatch	ICD10CM:C91.4	mondo.db
Hairy_Cell_Leukemia	ordo	ORDO:58017	skos:broadMatch	ICD-10:C91.4	ordo.db
Hajdu-Cheney_Syndrome	ordo	ORDO:955	skos:broadMatch	ICD-10:M89.5	ordo.db
Hallermann-Streiff_Syndrome	ordo	ORDO:2108	skos:broadMatch	ICD-10:Q87.0	ordo.db
Hand-Foot-Genital_Syndrome	ordo	ORDO:2438	skos:broadMatch	ICD-10:Q51.2	ordo.db
Hao-Fountain_syndrome	ordo	ORDO:643549	skos:broadMatch	ICD-10:Q87.0	ordo.db
Harderoporphyria	ordo	ORDO:659672	skos:broadMatch	ICD-10:E80.2	ordo.db
Hartnup_Disease	ordo	ORDO:2116	skos:broadMatch	ICD-10:E72.0	ordo.db
Hartsfield_Syndrome	ordo	ORDO:2117	skos:broadMatch	ICD-10:Q87.8	ordo.db
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	ordo	ORDO:1338	skos:broadMatch	ICD-10:Q87.8	ordo.db
Heavy_Chain_Disease	mondo	MONDO:0019464	oio:hasDbXref	ICD10CM:C88.2	mondo.db
Heavy_Chain_Disease	mondo	MONDO:0019464	oio:hasDbXref	ICD10CM:C88.3	mondo.db
Heavy_Chain_Disease	mondo	MONDO:0019464	skos:exactMatch	ICD10CM:C88.2	mondo.db
Heavy_Chain_Disease	mondo	MONDO:0019464	skos:relatedMatch	ICD10CM:C88.3	mondo.db
Heavy_Chain_Disease	ordo	ORDO:86864	skos:narrowMatch	ICD-10:C88.2	ordo.db
Heavy_Chain_Disease	ordo	ORDO:86864	skos:narrowMatch	ICD-10:C88.3	ordo.db
Heme_Oxygenase_1_Deficiency	ordo	ORDO:562509	skos:broadMatch	ICD-10:E88.8	ordo.db
Hemochromatosis	mondo	MONDO:0006507	oio:hasDbXref	ICD10CM:E83.110	mondo.db
Hemochromatosis	mondo	MONDO:0006507	skos:exactMatch	ICD10CM:E83.110	mondo.db
Hemophagocytic_Lymphohistiocytosis	ordo	ORDO:540	skos:broadMatch	ICD-10:D76.1	ordo.db
Hemophilia_A	mondo	MONDO:0010602	oio:hasDbXref	ICD10CM:D66	mondo.db
Hemophilia_A	mondo	MONDO:0010602	skos:exactMatch	ICD10CM:D66	mondo.db
Hemophilia_A	ordo	ORDO:98878	skos:exactMatch	ICD-10:D66	ordo.db
Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome	ordo	ORDO:79124	skos:broadMatch	ICD-10:K76.5	ordo.db
Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome	ordo	ORDO:289601	skos:broadMatch	ICD-10:I77.8	ordo.db
Hereditary_Diffuse_Leukoencephalopathy_with_Spheroids	ordo	ORDO:313808	skos:broadMatch	ICD-10:G93.4	ordo.db
Hereditary_Elliptocytosis	dismech	dismech:Hereditary_Elliptocytosis	skos:exactMatch	ICD10CM:D58.1	ORPHA:288
Hereditary_Elliptocytosis	mondo	MONDO:0017319	oio:hasDbXref	ICD10CM:D58.1	mondo.db
Hereditary_Elliptocytosis	mondo	MONDO:0017319	skos:exactMatch	ICD10CM:D58.1	mondo.db
Hereditary_Elliptocytosis	ordo	ORDO:288	skos:exactMatch	ICD-10:D58.1	ordo.db
Hereditary_Gingival_Fibromatosis	ordo	ORDO:2024	skos:broadMatch	ICD-10:K06.1	ordo.db
Hereditary_Hemorrhagic_Telangiectasia	mondo	MONDO:0019180	oio:hasDbXref	ICD10CM:I78.0	mondo.db
Hereditary_Hemorrhagic_Telangiectasia	mondo	MONDO:0019180	skos:exactMatch	ICD10CM:I78.0	mondo.db
Hereditary_Hemorrhagic_Telangiectasia	ordo	ORDO:774	skos:exactMatch	ICD-10:I78.0	ordo.db
Hereditary_Hyperekplexia	ordo	ORDO:3197	skos:broadMatch	ICD-10:G25.8	ordo.db
Hereditary_Intrinsic_Factor_Deficiency	ordo	ORDO:332	skos:broadMatch	ICD-10:D51.0	ordo.db
Hereditary_Leiomyomatosis_and_Renal_Cell_Cancer	ordo	ORDO:523	skos:broadMatch	ICD-10:C64	ordo.db
Hereditary_Methemoglobinemia	mondo	MONDO:0018963	oio:hasDbXref	ICD10CM:D74.0	mondo.db
Hereditary_Methemoglobinemia	mondo	MONDO:0018963	skos:exactMatch	ICD10CM:D74.0	mondo.db
Hereditary_Methemoglobinemia	ordo	ORDO:621	skos:broadMatch	ICD-10:D74.0	ordo.db
Hereditary_Neuropathy_with_Liability_to_Pressure_Palsies	ordo	ORDO:640	skos:broadMatch	ICD-10:G60.0	ordo.db
Hereditary_Orotic_Aciduria	ordo	ORDO:30	skos:broadMatch	ICD-10:E79.8	ordo.db
Hereditary_Pancreatitis	ordo	ORDO:676	skos:broadMatch	ICD-10:K86.1	ordo.db
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	ordo	ORDO:29072	skos:broadMatch	ICD-10:C74.1	ordo.db
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	ordo	ORDO:29072	skos:broadMatch	ICD-10:C75.5	ordo.db
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	ordo	ORDO:29072	skos:broadMatch	ICD-10:D35.0	ordo.db
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	ordo	ORDO:29072	skos:broadMatch	ICD-10:D35.6	ordo.db
Hereditary_Sensory_and_Autonomic_Neuropathy_Type_2	ordo	ORDO:970	skos:broadMatch	ICD-10:G60.8	ordo.db
Hereditary_Sensory_and_Autonomic_Neuropathy_Type_6	ordo	ORDO:314381	skos:broadMatch	ICD-10:G60.8	ordo.db
Hereditary_Spastic_Paraplegia	mondo	MONDO:0019064	oio:hasDbXref	ICD10CM:G11.4	mondo.db
Hereditary_Spastic_Paraplegia	mondo	MONDO:0019064	skos:exactMatch	ICD10CM:G11.4	mondo.db
Hereditary_Spastic_Paraplegia	ordo	ORDO:685	skos:exactMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_11	ordo	ORDO:2822	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_44	ordo	ORDO:320401	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_46	ordo	ORDO:320391	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_48	ordo	ORDO:306511	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_49	ordo	ORDO:320385	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spastic_Paraplegia_7	ordo	ORDO:99013	skos:broadMatch	ICD-10:G11.4	ordo.db
Hereditary_Spherocytosis	dismech	dismech:Hereditary_Spherocytosis	skos:exactMatch	ICD10CM:D58.0	ORPHA:822
Hereditary_Spherocytosis	mondo	MONDO:0019350	oio:hasDbXref	ICD10CM:D58.0	mondo.db
Hereditary_Spherocytosis	mondo	MONDO:0019350	skos:exactMatch	ICD10CM:D58.0	mondo.db
Hereditary_Spherocytosis	ordo	ORDO:822	skos:exactMatch	ICD-10:D58.0	ordo.db
Hermansky_Pudlak_Syndrome	mondo	MONDO:0019312	oio:hasDbXref	ICD10CM:E70.331	mondo.db
Hermansky_Pudlak_Syndrome	mondo	MONDO:0019312	skos:exactMatch	ICD10CM:E70.331	mondo.db
Hermansky_Pudlak_Syndrome	ordo	ORDO:79430	skos:broadMatch	ICD-10:E70.3	ordo.db
Heyn-Sproul-Jackson_syndrome	ordo	ORDO:658595	skos:broadMatch	ICD-10:Q87.1	ordo.db
Histiocytoid_Cardiomyopathy	ordo	ORDO:137675	skos:broadMatch	ICD-10:I42.0	ordo.db
Hodgkin_Lymphoma	dismech	dismech:Hodgkin_Lymphoma	skos:closeMatch	ICD10CM:C81.9	ICD-10-CM
Hodgkin_Lymphoma	mondo	MONDO:0004952	oio:hasDbXref	ICD10CM:C81	mondo.db
Hodgkin_Lymphoma	mondo	MONDO:0004952	skos:exactMatch	ICD10CM:C81	mondo.db
Holocarboxylase_Synthetase_Deficiency	ordo	ORDO:79242	skos:broadMatch	ICD-10:E53.8	ordo.db
Homocystinuria	mondo	MONDO:0004737	oio:hasDbXref	ICD10CM:E72.11	mondo.db
