drug_id	drug_label	chebi_id	status	disorders
NCIT:C66937	Cabazitaxel	CHEBI:63584	ABSENT	-
NCIT:C66944	Brentuximab Vedotin	-	PRESENT_NO_EVIDENCE	Anaplastic Large Cell Lymphoma; Classic Hodgkin Lymphoma; Mycosis Fungoides; Peripheral T-Cell Lymphoma; Primary Cutaneous Aggressive Epidermotropic CD8+ T-cell Lymphoma
NCIT:C66945	Dexrazoxane Hydrochloride	CHEBI:50224	ABSENT	-
NCIT:C66948	Panobinostat	-	ABSENT	-
NCIT:C66952	Ofatumumab	-	ABSENT	-
NCIT:C66979	Fidaxomicin	-	ABSENT	-
NCIT:C66982	Elotuzumab	-	ABSENT	-
NCIT:C67049	Kunecatechins Ointment	-	ABSENT	-
NCIT:C67082	Remestemcel-L	-	ABSENT	-
NCIT:C673	Mycophenolic Acid	CHEBI:168396	ABSENT	-
NCIT:C67504	Liposome-encapsulated Daunorubicin-Cytarabine	-	ABSENT	-
NCIT:C68814	Nivolumab	-	PRESENT_NO_EVIDENCE	BRAF V600 Mutant Melanoma; BRAF V600E-Mutant Colorectal Cancer; Classic Hodgkin Lymphoma; Esophageal Adenocarcinoma; Esophageal Carcinoma; Esophageal Squamous Cell Carcinoma; MSI-High Colorectal Cancer; Metastatic Melanoma; Metastatic Renal Cell Carcinoma; Paranasal Sinus Squamous Cell Carcinoma; Uveal Melanoma
NCIT:C68819	Moxetumomab Pasudotox	-	PRESENT_NO_EVIDENCE	Hairy Cell Leukemia
NCIT:C68845	Abiraterone Acetate	-	ABSENT	-
NCIT:C68923	Cobimetinib	-	ABSENT	-
NCIT:C69076	Rindopepimut	-	ABSENT	-
NCIT:C691	Nicotine	CHEBI:17688	ABSENT	-
NCIT:C69128	Fostamatinib Disodium	-	ABSENT	-
NCIT:C703	Norgestrel	CHEBI:7630	ABSENT	-
NCIT:C704	Nortriptyline Hydrochloride	-	ABSENT	-
NCIT:C70675	Gadobutrol	-	ABSENT	-
NCIT:C70741	Obinutuzumab	-	ABSENT	-
NCIT:C70792	Ramucirumab	-	PRESENT_NO_EVIDENCE	HER2-Positive Gastric Cancer
NCIT:C70980	Dornase Alfa Inhalation Solution	-	ABSENT	-
NCIT:C71011	Nadofaragene Firadenovec	-	ABSENT	-
NCIT:C711	Octreotide	CHEBI:7726	PRESENT_NO_EVIDENCE	Appendiceal Neuroendocrine Tumor; Congenital Isolated Hyperinsulinism; Gastroenteropancreatic Neuroendocrine Neoplasm; Solitary Fibrous Tumor
NCIT:C712	Ofloxacin	CHEBI:7731	ABSENT	-
NCIT:C71532	Lonaprisan	-	ABSENT	-
NCIT:C71542	Inotuzumab Ozogamicin	-	PRESENT_NO_EVIDENCE	Acute Lymphoblastic Leukemia; B-Lymphoblastic Leukemia/Lymphoma With Recurrent Genetic Abnormality
NCIT:C71721	Olaparib	-	PRESENT_NO_EVIDENCE	Ovarian High-Grade Serous Carcinoma
NCIT:C71744	Enzalutamide	-	PRESENT_NO_EVIDENCE	Prostate Adenocarcinoma
NCIT:C72560	Pomalidomide	-	ABSENT	-
NCIT:C726	Papaverine	CHEBI:28241	ABSENT	-
NCIT:C72705	Asenapine	-	ABSENT	-
NCIT:C72793	Ganaxolone	-	ABSENT	-
NCIT:C72814	Levocetirizine Dihydrochloride	-	ABSENT	-
NCIT:C72839	Ezogabine	-	ABSENT	-
NCIT:C72865	Tigecycline	CHEBI:149836	ABSENT	-
NCIT:C729	Penicillamine	CHEBI:7959	PRESENT_NO_EVIDENCE	Cystinuria
NCIT:C72986	Icosapent Ethyl	-	ABSENT	-
NCIT:C73030	Deferiprone	-	ABSENT	-
NCIT:C732	Pentostatin	-	ABSENT	-
NCIT:C73261	Bendamustine	-	ABSENT	-
NCIT:C73266	Droxidopa	-	ABSENT	-
NCIT:C739	Phenobarbital	CHEBI:8069	ABSENT	-
NCIT:C74007	Daratumumab	-	PRESENT_NO_EVIDENCE	AL Amyloidosis; Plasma Cell Neoplasm
NCIT:C74038	Vismodegib	-	ABSENT	-
NCIT:C74061	Crizotinib	CHEBI:64310	PRESENT_NO_EVIDENCE	ALK-Rearranged Non-Small Cell Lung Cancer; Anaplastic Large Cell Lymphoma; Inflammatory Myofibroblastic Tumor; MET Exon 14 Skipping Non-Small Cell Lung Cancer; ROS1-Rearranged Non-Small Cell Lung Cancer
NCIT:C74065	Sirolimus Albumin-bound Nanoparticles	-	PRESENT_NO_EVIDENCE	Perivascular Epithelioid Cell Neoplasm
NCIT:C74081	Testosterone Gel	-	ABSENT	-
NCIT:C74086	Udenafil	-	ABSENT	-
NCIT:C741	Phenytoin	CHEBI:8107	ABSENT	-
NCIT:C74118	Fospropofol Disodium	-	ABSENT	-
NCIT:C74207	Galsulfase	-	PRESENT_NO_EVIDENCE	Maroteaux-Lamy syndrome
NCIT:C74208	Alglucerase	-	ABSENT	-
NCIT:C74209	Agalsidase Alfa	-	ABSENT	-
NCIT:C75110	Azilsartan Medoxomil	-	ABSENT	-
NCIT:C75112	Fenfluramine Hydrochloride	CHEBI:59729	ABSENT	-
NCIT:C75154	Betrixaban	-	ABSENT	-
NCIT:C75167	Rufinamide	-	ABSENT	-
NCIT:C75186	Alogliptin Benzoate	-	ABSENT	-
NCIT:C75767	Dalteparin Sodium	-	ABSENT	-
NCIT:C76016	Ciluprevir	-	ABSENT	-
NCIT:C76071	Aleplasinin	-	ABSENT	-
NCIT:C76128	Abciximab	-	ABSENT	-
NCIT:C76404	Ticagrelor	-	ABSENT	-
NCIT:C76498	Nesbuvir	-	ABSENT	-
NCIT:C76662	Teriflunomide	-	ABSENT	-
NCIT:C76777	Dalfampridine	CHEBI:34385	PRESENT_NO_EVIDENCE	Episodic Ataxia
NCIT:C76884	Carglumic Acid	-	ABSENT	-
NCIT:C76890	Roflumilast	-	ABSENT	-
NCIT:C769	Prednisolone	CHEBI:8378	PRESENT_NO_EVIDENCE	Aortitis; Autoimmune Enteropathy; Dermatomyositis; Giant Cell Arteritis; IgA Vasculitis; Infantile Spasms; Labyrinthitis; Satoyoshi Syndrome
NCIT:C76929	Rilpivirine	-	ABSENT	-
NCIT:C770	Prednisone	CHEBI:8382	PRESENT_NO_EVIDENCE	Allergic Cutaneous Vasculitis; Anaplastic Large Cell Lymphoma; Autoimmune Autonomic Ganglionopathy; Bird Fancier's Lung; Cogan Syndrome; Diffuse Large B-Cell Lymphoma; Duchenne Muscular Dystrophy; Focal Segmental Glomerulosclerosis; Giant Cell Hepatitis With Autoimmune Hemolytic Anemia; Langerhans Cell Histiocytosis; Leprosy; Minimal Change Disease; Neurosarcoidosis; Pars Planitis; Pemphigus Vulgaris; Pulmonary Hemosiderosis; Rheumatoid Vasculitis; Satoyoshi Syndrome; Van Buchem Disease
NCIT:C77223	Linaclotide Acetate	-	ABSENT	-
NCIT:C773	Procarbazine Hydrochloride	-	ABSENT	-
NCIT:C774	Prochlorperazine	CHEBI:8435	ABSENT	-
NCIT:C77425	Tesamorelin	-	ABSENT	-
NCIT:C77431	Bepotastine	-	ABSENT	-
NCIT:C777	Therapeutic Progesterone	CHEBI:59826	ABSENT	-
NCIT:C77862	Natalizumab	-	PRESENT_NO_EVIDENCE	Susac Syndrome
NCIT:C77888	Ruxolitinib	-	ABSENT	-
NCIT:C77896	Tucatinib	-	PRESENT_NO_EVIDENCE	HER2-Positive Breast Cancer
NCIT:C77908	Trametinib	-	ABSENT	-
NCIT:C77995	Rivaroxaban	-	ABSENT	-
NCIT:C78021	Milnacipran	-	ABSENT	-
NCIT:C78198	Calaspargase Pegol	-	ABSENT	-
NCIT:C78204	Regorafenib Anhydrous	-	ABSENT	-
NCIT:C78460	Talactoferrin Alfa	-	ABSENT	-
NCIT:C78757	Latrepirdine	-	ABSENT	-
NCIT:C78758	Latrepirdine Dihydrochloride	-	ABSENT	-
NCIT:C78825	Idelalisib	-	ABSENT	-
NCIT:C79569	Bapineuzumab	-	ABSENT	-
NCIT:C79579	Gabapentin Enacarbil	-	ABSENT	-
NCIT:C79825	Olaratumab	-	ABSENT	-
NCIT:C80255	Belatacept	-	ABSENT	-
NCIT:C80443	Degarelix Acetate	-	ABSENT	-
NCIT:C80644	Ioflupane I-123	-	ABSENT	-
NCIT:C80824	Equine Thymocyte Immune Globulin	-	ABSENT	-
NCIT:C80833	Lapine T-Lymphocyte Immune Globulin	-	ABSENT	-
NCIT:C80837	Obeticholic Acid	-	ABSENT	-
NCIT:C80971	Canakinumab	-	PRESENT_NO_EVIDENCE	Adult-Onset Still Disease; CINCA Syndrome; Familial Cold Autoinflammatory Syndrome; Juvenile Idiopathic Arthritis; Wissler syndrome
NCIT:C81001	Linaclotide	-	ABSENT	-
NCIT:C81350	Larazotide	-	ABSENT	-
NCIT:C81603	Telaprevir	-	ABSENT	-
NCIT:C81615	Clobazam	CHEBI:31413	PRESENT_NO_EVIDENCE	Angelman Syndrome; Generalized Epilepsy with Febrile Seizures Plus
NCIT:C81640	Indacaterol Maleate	-	ABSENT	-
NCIT:C81664	Dornase Alfa	-	PRESENT_NO_EVIDENCE	Cystic Fibrosis
NCIT:C81934	Ibrutinib	-	ABSENT	-
NCIT:C81941	Telotristat Etiprate	-	ABSENT	-
NCIT:C82254	Maribavir	-	ABSENT	-
NCIT:C82344	Cold Contaminant-free Iobenguane I-131	-	ABSENT	-
NCIT:C82382	Lurbinectedin	-	ABSENT	-
NCIT:C82385	Sonidegib	-	ABSENT	-
NCIT:C82386	Dabrafenib	-	ABSENT	-
NCIT:C82398	Pixantrone Dimaleate	-	ABSENT	-
NCIT:C82492	Trastuzumab Emtansine	-	ABSENT	-
NCIT:C825	Selenium	CHEBI:36904	ABSENT	-
NCIT:C82623	Botulinum Toxin Type A	-	ABSENT	-
NCIT:C82653	Ixazomib Citrate	-	ABSENT	-
NCIT:C82676	Irinotecan Sucrosofate	-	ABSENT	-
NCIT:C831	Etidronate Disodium	-	ABSENT	-
NCIT:C834	Sodium Salicylate	-	ABSENT	-
NCIT:C83521	Afegostat Tartrate	-	ABSENT	-
NCIT:C83550	Bepotastine Besylate	-	ABSENT	-
NCIT:C83785	Imagabalin	-	ABSENT	-
NCIT:C83887	Linagliptin	-	ABSENT	-
NCIT:C83892	Lomitapide Mesylate	-	ABSENT	-
NCIT:C83996	Nelotanserin	-	ABSENT	-
NCIT:C84217	Tocilizumab	CHEBI:64360	PRESENT_NO_EVIDENCE	Adult-Onset Still Disease; Castleman Disease; Giant Cell Arteritis; Juvenile Idiopathic Arthritis; MOGAD; Relapsing Polychondritis; Wissler syndrome
NCIT:C845	Streptozocin	CHEBI:9288	ABSENT	-
NCIT:C84511	Imetelstat Sodium	-	ABSENT	-
NCIT:C84865	Binimetinib	-	ABSENT	-
NCIT:C850	Sulindac	CHEBI:9352	PRESENT_NO_EVIDENCE	Classic Familial Adenomatous Polyposis
NCIT:C853	Suramin	CHEBI:45906	ABSENT	-
NCIT:C854	Talc	-	ABSENT	-
NCIT:C85475	Zolbetuximab	-	PRESENT_NO_EVIDENCE	Metastatic Gastric Cancer
NCIT:C855	Tamoxifen Citrate	CHEBI:9397	ABSENT	-
NCIT:C856	Technetium Tc-99m Sulfur Colloid	-	ABSENT	-
NCIT:C862	Therapeutic Testosterone	CHEBI:17347	PRESENT_NO_EVIDENCE	46,XX testicular disorder of sex development; 46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency; Cerebellar Ataxia-Hypogonadism Syndrome; NR5A1-related sex development disorder; Partial androgen insensitivity syndrome
NCIT:C86915	Salmonella Serotype Choleraesuis	-	ABSENT	-
NCIT:C870	Thalidomide	CHEBI:9513	PRESENT_NO_EVIDENCE	Leprosy
NCIT:C87201	Pegzerepoetin Alfa	-	ABSENT	-
NCIT:C87372	Laropiprant	-	ABSENT	-
NCIT:C87373	Duvoglustat	-	ABSENT	-
NCIT:C87374	Duvoglustat Hydrochloride	-	ABSENT	-
NCIT:C87440	Balapiravir Hydrochloride	-	ABSENT	-
NCIT:C87453	Rimabotulinumtoxinb	-	ABSENT	-
NCIT:C875	Thiotepa	-	ABSENT	-
NCIT:C876	Thioguanine	-	ABSENT	-
NCIT:C87701	Ferumoxytol	CHEBI:46726	ABSENT	-
NCIT:C87728	Macitentan	-	ABSENT	-
NCIT:C87763	Efungumab	-	ABSENT	-
NCIT:C88281	Necitumumab	-	ABSENT	-
NCIT:C884	Recombinant Thyroglobulin	-	ABSENT	-
NCIT:C88580	Gantenerumab	-	ABSENT	-
NCIT:C88585	Solanezumab	-	ABSENT	-
NCIT:C88594	Benralizumab	-	ABSENT	-
NCIT:C88647	Teplizumab	-	ABSENT	-
NCIT:C900	Tretinoin	CHEBI:15367	PRESENT_NO_EVIDENCE	15q11q13 Microduplication Syndrome; Acute Promyelocytic Leukemia, PML-RARA
NCIT:C90613	Orvepitant	-	ABSENT	-
NCIT:C90633	Mirabegron	-	ABSENT	-
NCIT:C90717	Vilazodone Hydrochloride	-	ABSENT	-
NCIT:C909	Trimethoprim-Sulfamethoxazole	CHEBI:3770	ABSENT	-
NCIT:C91385	Belimumab	-	PRESENT_NO_EVIDENCE	Systemic Lupus Erythematosus
NCIT:C916	Coenzyme Q10	CHEBI:46245	PRESENT_NO_EVIDENCE	Autosomal Recessive Ataxia Due to Ubiquinone Deficiency; COX11-Related COX Deficiency; Primary Coenzyme Q10 Deficiency; Sengers syndrome
NCIT:C91733	Margetuximab	-	ABSENT	-
NCIT:C92574	Apalutamide	-	ABSENT	-
NCIT:C930	Vinblastine	CHEBI:27375	PRESENT_NO_EVIDENCE	Classic Hodgkin Lymphoma; Langerhans Cell Histiocytosis
NCIT:C933	Vincristine	CHEBI:28445	PRESENT_NO_EVIDENCE	Acute Lymphoblastic Leukemia; Alveolar Rhabdomyosarcoma; Anaplastic Large Cell Lymphoma; Choroid Plexus Carcinoma; Desmoplastic Small Round Cell Tumor; Diffuse Large B-Cell Lymphoma; Embryonal Rhabdomyosarcoma; Ewing Sarcoma; Gestational Trophoblastic Neoplasm; Medulloblastoma; Pilocytic Astrocytoma; Pleuropulmonary Blastoma; Retinoblastoma; Sarcoma Of Cervix Uteri; Wilms Tumor
NCIT:C938	Vitamin A Compound	CHEBI:17336	ABSENT	-
NCIT:C940	Vitamin B Complex	-	ABSENT	-
NCIT:C942	Vitamin E Compound	CHEBI:33234	PRESENT_NO_EVIDENCE	Lipoyl Transferase 1 Deficiency
NCIT:C94208	Tebentafusp	-	PRESENT_NO_EVIDENCE	Uveal Melanoma
NCIT:C94214	Alpelisib	-	ABSENT	-
NCIT:C945	Warfarin	CHEBI:10033	PRESENT_NO_EVIDENCE	Antiphospholipid Syndrome; Atrial Fibrillation; Budd-Chiari Syndrome; Cervical Artery Dissection; Neuropsychiatric Systemic Lupus Erythematosus
NCIT:C947	Zidovudine	CHEBI:10110	PRESENT_NO_EVIDENCE	Adult T-Cell Leukemia/Lymphoma
NCIT:C95020	Lutetium Lu 177 Dotatate	-	ABSENT	-
NCIT:C95124	Lenvatinib	-	ABSENT	-
NCIT:C95215	Eplivanserin Fumarate	-	ABSENT	-
NCIT:C95225	Selumetinib Sulfate	-	ABSENT	-
NCIT:C95229	Nilotinib Hydrochloride Monohydrate	-	ABSENT	-
NCIT:C9533	CAF Regimen	-	ABSENT	-
NCIT:C9549	CHOP Regimen	-	ABSENT	-
NCIT:C95605	Rifamycin Sodium	-	ABSENT	-
NCIT:C95701	Ribociclib	-	ABSENT	-
NCIT:C95768	Tafasitamab	-	ABSENT	-
NCIT:C9579	ADE Regimen	-	ABSENT	-
NCIT:C95790	Otelixizumab	-	ABSENT	-
NCIT:C95794	Rontalizumab	-	ABSENT	-
NCIT:C95797	Teprotumumab	-	PRESENT_NO_EVIDENCE	Graves' Disease
NCIT:C95798	Vedolizumab	-	ABSENT	-
NCIT:C960	Hydroxyprogesterone Caproate	-	ABSENT	-
NCIT:C961	Gemcitabine Hydrochloride	CHEBI:31647	ABSENT	-
NCIT:C964	Fludeoxyglucose F-18	CHEBI:49134	ABSENT	-
NCIT:C96526	Plovamer	-	ABSENT	-
NCIT:C96530	Plovamer Acetate	-	ABSENT	-
NCIT:C96748	Eribulin	CHEBI:63587	PRESENT_NO_EVIDENCE	Liposarcoma
NCIT:C970	Iobenguane I-131	-	ABSENT	-
NCIT:C97273	Afatinib Dimaleate	-	ABSENT	-
NCIT:C97660	Abemaciclib	-	ABSENT	-
NCIT:C97938	Cabozantinib S-malate	-	ABSENT	-
NCIT:C97941	Ponezumab	-	ABSENT	-
NCIT:C981	Decitabine	CHEBI:50131	PRESENT_NO_EVIDENCE	Chronic Myelomonocytic Leukemia; Myelodysplastic Syndrome
NCIT:C98283	Encorafenib	-	PRESENT_NO_EVIDENCE	BRAF V600 Mutant Melanoma; BRAF V600E-Mutant Colorectal Cancer; BRAF V600E-Mutant Non-Small Cell Lung Cancer; Metastatic Colorectal Cancer
NCIT:C985	Acitretin	CHEBI:50173	ABSENT	-
NCIT:C9874	CMF Regimen	-	ABSENT	-
NCIT:C98831	Brigatinib	-	ABSENT	-
NCIT:C98884	Icatibant Acetate	-	ABSENT	-
NCIT:C992	Monobenzone	CHEBI:34380	PRESENT_NO_EVIDENCE	Vitiligo
NCIT:C99225	Duvelisib	-	ABSENT	-
NCIT:C99763	Oral Aminolevulinic Acid Hydrochloride	-	ABSENT	-
